study_hours_per_week,books_read_year,extracurricular_participation,sleep_hours_per_night,junk_food_consumption_per_week,commute_time_to_school_min,study_hours_with_assistance,sport,anxiety_level_test,final_grade
31.61039615766775,87,Yes,9.396541209015894,14,14,60,Basketball,2,100.0
11.830113384813178,52,No,10.622513954753002,5,15,20,Soccer,3,46.72
19.826156835329883,33,No,8.348484717555758,12,4,34,Soccer,3,66.42
16.844756177363266,20,No,4.551385770761162,13,10,31,Basketball,4,37.06
16.420911374057113,80,No,4.803729692068005,12,11,45,Baseball,4,57.6
9.25394852800602,62,Yes,8.435135826935323,15,17,54,Soccer,1,61.2
5.454844201178335,46,Yes,6.622407749136877,0,17,34,Volleyball,0,45.38
7.867542329248525,21,No,5.764544589095541,13,16,32,Basketball,0,1.3
2.213295486533844,33,Yes,7.730055418420966,12,10,39,Football,4,13.1
7.925229672943082,95,Yes,9.331973927234412,9,1,49,Soccer,2,69.25
0.36803590501517824,52,No,7.0799355818868674,9,6,17,Basketball,0,28.17
25.09033602543913,40,No,10.420338057258732,3,12,60,Soccer,2,54.09
12.655016295507316,52,Yes,9.90818597257115,13,12,12,Basketball,3,50.87
38.925788457076344,77,No,9.879319057276534,11,16,10,Basketball,3,84.4
7.748682031051914,34,No,11.881517517419109,5,7,26,Wrestling,3,44.33
13.833142812383755,17,No,6.3618398189730785,14,18,46,Soccer,4,50.67
14.31364634566133,58,Yes,9.157804690727161,4,3,60,Football,2,53.9
0.3380598424984216,66,Yes,10.843826721282507,9,0,58,Football,3,48.59
33.56831812157836,71,Yes,8.636195471311288,8,3,47,Baseball,0,92.85
1.2797784057729888,88,Yes,10.316017408923141,9,9,32,Volleyball,3,67.63
37.60719338916965,37,No,7.315617486719298,11,16,42,Soccer,3,92.48
35.68297404374483,7,No,8.723930765238437,3,3,60,Football,2,56.65
21.420876643438543,95,Yes,4.445331142434626,3,10,23,Cheerleading,1,71.03
21.743822996451684,43,Yes,11.886140846598508,12,15,34,Football,4,64.13
26.151116918246252,62,No,10.400147851587338,13,0,46,Swimming,4,72.12
15.482000477395479,66,Yes,10.950472573051595,11,0,9,Basketball,3,77.31
25.88889133591422,54,Yes,9.55435422514357,12,9,29,Athletics,4,80.04
1.7907355475394748,20,Yes,5.488400262469596,19,3,37,Football,1,31.49
2.1619050939890627,75,Yes,4.248227539344258,12,9,55,Basketball,2,15.75
18.289216784781775,80,Yes,10.917252861888109,1,0,60,Cheerleading,3,85.67
21.9848920442414,55,Yes,7.170645229888985,20,19,39,Basketball,2,71.99
35.51270561343276,48,Yes,6.110919008319359,18,13,60,Swimming,0,99.58
4.18642535631585,11,No,8.493383670711555,8,13,11,Volleyball,4,20.1
32.905917087755576,8,No,7.367188179805755,9,10,47,Volleyball,2,76.04
8.401893491682785,33,No,9.213327965500456,16,16,29,Basketball,2,43.34
15.763345940401274,31,Yes,7.870345864436109,9,16,48,Wrestling,3,53.73
12.664097393096515,95,No,9.577865123522166,19,3,55,Football,1,59.93
16.00621091461596,78,No,10.827386156073143,12,15,11,Athletics,0,66.3
6.019819922903422,65,No,5.564456087646312,19,11,57,Volleyball,1,29.28
20.1428029761422,51,No,6.6354630445238945,0,15,11,Volleyball,2,53.3
32.06570359325469,16,Yes,7.494524692565111,1,18,49,Soccer,1,64.85
17.661360415155876,97,No,11.696467584221105,16,6,12,Volleyball,2,74.81
19.624543035927964,37,No,6.922668908379882,12,11,55,Football,2,52.35
33.95070341125257,10,No,7.048798796741036,16,15,19,Football,0,64.97
28.24232458552123,49,No,9.22778018367649,12,19,32,Basketball,3,75.29
19.61817634079139,87,Yes,7.353597679119594,16,12,59,Baseball,4,73.0
10.307825927567187,88,Yes,11.609789965116843,18,14,52,Basketball,1,70.09
35.397069873798664,1,No,11.15575008380355,13,16,51,Football,3,74.47
23.080816067622333,88,No,8.107270222205383,19,15,50,Volleyball,1,74.58
8.845904404427735,27,No,9.158201871582799,9,18,38,Soccer,4,43.08
10.764790105520415,3,No,4.464244495068964,1,4,59,Football,0,36.11
32.12532355744984,84,Yes,9.565844224259184,13,18,55,Cheerleading,1,94.34
1.7658224834982184,86,Yes,9.657606983592258,16,4,31,Basketball,0,46.34
39.6836874811528,59,No,6.873594365145665,4,11,50,Baseball,3,92.6
5.214067188591671,57,Yes,5.757463069002181,17,10,60,Lacrosse,1,41.66
31.842741015877497,81,Yes,11.320627214536135,2,16,57,Lacrosse,0,89.06
15.791012670867314,78,No,7.4136392064410215,15,7,7,Cheerleading,4,53.14
19.688647331498675,89,No,9.229648838413684,18,2,48,Football,3,67.59
35.22602309858311,55,Yes,4.266630359810048,17,14,57,Volleyball,4,72.17
16.516447583568528,96,Yes,7.31253733261469,19,12,26,Baseball,4,77.77
21.49975014692938,99,Yes,10.538070488111039,4,16,60,Baseball,2,94.33
1.9719864963667977,11,No,7.10060800320572,7,15,27,Football,3,10.24
0.09389895469812615,84,No,8.825289281095014,5,17,29,Wrestling,3,29.41
9.791994920069037,49,No,5.678846403876316,14,16,15,Swimming,2,42.24
27.22332371675069,38,No,7.3322051907164765,2,13,13,Wrestling,4,66.51
4.850595734365468,61,Yes,11.421101744425492,8,9,38,Soccer,1,74.51
4.550478352181977,5,No,8.531613997608297,10,0,39,Basketball,0,31.57
16.43842432143613,50,Yes,11.215451672743452,19,6,27,Swimming,4,53.8
25.91348154432906,87,Yes,11.216154395916346,13,14,42,Lacrosse,1,82.78
28.48287968991722,21,Yes,11.553182403395837,8,1,30,Cheerleading,4,78.04
7.138026963934991,42,Yes,11.163133280640842,9,15,55,Athletics,3,48.88
3.183525894881698,93,No,4.026249032082405,14,10,59,Football,0,38.26
37.61588135782177,42,Yes,11.472119132652775,17,17,42,Football,0,96.97
10.426655302484068,35,Yes,5.099675512683011,20,13,53,Basketball,2,47.39
34.13385990434895,44,No,4.3194100088892045,18,15,56,Volleyball,1,91.18
34.53965801851273,51,Yes,4.4431082766244225,6,3,48,Volleyball,0,94.45
30.900903670501776,63,No,6.791329561411469,18,3,18,Athletics,2,67.76
6.753344266102803,80,No,8.966432682150348,4,4,15,Basketball,1,44.6
32.87205837016801,45,No,7.21848957215198,20,6,58,Wrestling,2,51.88
30.77002236966347,81,No,4.204434277195036,17,18,23,Volleyball,4,79.9
23.868919604248685,53,Yes,7.811861073397718,0,15,21,Baseball,4,65.76
13.48808140675811,33,No,7.537045938163041,11,7,16,Soccer,3,44.94
10.500344170661764,65,Yes,10.054794124013174,5,18,36,Cheerleading,2,50.27
4.875568483214359,71,Yes,6.236903187403507,12,15,44,Basketball,1,36.02
20.390282676034857,55,No,5.740249390354937,16,13,44,Cheerleading,4,41.76
23.410435020393862,5,Yes,6.04751166141301,8,8,21,Basketball,1,49.55
14.37355962063149,16,Yes,6.429918581038784,20,13,12,Swimming,3,47.79
19.014362707234742,28,Yes,8.793318986937333,0,11,24,Basketball,4,50.73
14.540578294770668,28,No,7.772203883616639,11,15,35,Football,1,50.74
25.64024229282805,67,Yes,6.695156521432463,0,4,42,Soccer,2,69.21
36.050368311862535,1,No,6.994513266269427,3,17,23,Baseball,4,67.08
6.556810481877795,75,No,6.967389281271809,6,11,18,Wrestling,2,58.56
15.256352396124937,26,No,11.779253557682539,19,16,53,Basketball,3,48.54
5.634744158034453,31,Yes,5.86397590442362,4,6,53,Cheerleading,4,35.96
24.997750816313278,52,Yes,10.544492482178068,19,7,24,Football,1,81.0
29.154820379543832,21,Yes,9.665686700705496,4,18,39,Basketball,0,75.83
37.27650930389824,88,No,4.044560044828405,6,12,33,Basketball,0,94.77
11.154877050438596,8,Yes,11.945409745003904,16,6,15,Swimming,3,49.99
38.008448234617205,44,No,10.051514965068588,11,1,60,Football,1,78.27
2.530506872826992,84,No,9.45959669080633,14,8,7,Football,3,42.73
24.120554534583526,61,Yes,7.2425976614130985,2,16,19,Soccer,3,79.73
2.285308773733199,29,Yes,8.441624711314317,16,5,26,Volleyball,3,40.21
35.75096751047779,42,No,6.0261671653397615,13,17,55,Volleyball,4,68.66
21.192362282802165,70,No,4.28386724116558,14,3,51,Cheerleading,1,69.39
26.773934030511843,97,Yes,10.688173267567784,14,2,41,Basketball,1,90.15
33.2629570364181,89,Yes,11.171875949449372,14,12,48,Baseball,2,100.0
6.01242489935875,34,Yes,5.299765092913919,18,16,25,Soccer,4,36.65
1.5436624775253538,99,No,10.296448766765863,10,15,58,Soccer,2,41.32
35.155245836514084,0,Yes,9.92922138628527,17,10,10,Volleyball,1,74.34
12.5973290983573,2,Yes,5.427000015488724,20,12,11,Baseball,3,15.12
5.159156317086611,82,No,7.374630420598351,9,5,58,Cheerleading,1,42.18
18.73844948348346,19,No,7.382063366672827,20,11,59,Baseball,2,60.29
23.93224302784075,6,Yes,10.079714066441987,8,4,34,Cheerleading,3,42.48
1.238824136900405,23,Yes,10.701287246208445,2,18,37,Soccer,3,24.69
10.99582633028351,42,Yes,4.758200971130968,0,13,56,Basketball,3,37.07
1.3119949710758405,73,No,8.503753879233624,20,11,52,Soccer,1,18.54
16.81341556781996,62,Yes,10.093987975431082,10,4,54,Swimming,3,47.97
35.80400116264977,23,No,10.289524752521267,15,8,30,Baseball,1,100.0
39.30609645974277,50,Yes,5.183948195443271,2,15,55,Swimming,1,95.18
25.481902140145102,92,No,8.204041145206354,20,4,13,Baseball,0,90.81
6.465507751383672,81,Yes,10.860469650901624,8,2,34,Baseball,4,64.21
36.23397559997223,32,Yes,6.548148612682273,10,6,22,Football,4,86.1
20.64991292800242,98,Yes,7.400935191294377,16,15,10,Football,3,75.71
6.149972484116724,70,No,10.43486809069066,0,17,42,Volleyball,1,61.29
36.869066778066454,6,No,4.714556169470098,8,8,13,Swimming,4,79.6
30.29876202892412,3,No,10.875946319111826,2,15,14,Volleyball,1,61.03
29.26821090892606,16,No,6.489253733846472,9,6,12,Soccer,2,58.36
28.36722815177619,72,Yes,4.011602532729017,4,10,60,Baseball,2,69.61
8.013592843857694,18,No,5.873273160450866,10,0,8,Baseball,2,27.27
8.440267668301043,51,No,4.716005127164052,4,14,22,Swimming,3,44.47
27.5317199370902,9,Yes,4.739079255969953,11,14,43,Athletics,4,54.98
8.788910004415875,92,No,9.542685873140732,13,2,52,Basketball,3,41.96
17.546867872121954,34,Yes,5.7118106851125185,11,7,41,Basketball,0,60.91
31.280073023757655,90,No,11.47793890381586,18,9,60,Cheerleading,3,88.28
31.358100723913637,94,No,8.131556372730433,8,15,28,Volleyball,1,94.57
18.130470901034386,0,Yes,7.680786063639348,6,16,33,Soccer,4,50.65
31.687597531009803,46,Yes,7.474268145761213,15,14,53,Baseball,0,75.36
33.54487184792227,2,Yes,9.540701117373054,6,4,45,Baseball,2,65.9
26.19103005137041,90,Yes,7.618102100188867,13,7,20,Soccer,1,81.26
9.137034092336807,51,No,5.028802849801535,7,4,35,Football,2,53.1
10.9604712154219,7,No,11.041377445126052,20,12,60,Volleyball,3,31.24
12.593646216349415,11,Yes,7.427162791405269,17,12,53,Baseball,4,29.68
4.67216430935808,38,Yes,4.59203660559602,2,0,17,Cheerleading,4,32.79
10.926384814797805,94,No,8.23492789998209,1,14,17,Baseball,2,57.38
8.380768972501285,69,Yes,9.178774867645627,4,4,53,Football,3,50.72
18.213149992344086,86,No,6.204659713262068,7,16,18,Cheerleading,4,54.92
36.337501914890595,36,Yes,10.402723261390738,18,16,34,Soccer,4,89.37
4.179212670158323,4,Yes,9.35820676829891,8,15,16,Soccer,4,27.61
28.810716957895824,97,Yes,9.202729354115467,1,8,10,Basketball,1,100.0
27.491320176525107,1,Yes,7.366599622942354,14,6,55,Volleyball,0,51.62
3.8301679465343064,94,No,11.695322411290302,7,8,50,Football,4,51.52
36.902896196232,36,Yes,6.193513343593981,9,10,35,Basketball,1,94.85
22.738888086272784,1,No,8.62164400812362,6,4,15,Soccer,2,44.29
14.54902084542737,68,Yes,6.472441259780941,18,18,51,Football,4,52.55
30.261543339812267,98,Yes,9.958438023772432,0,10,29,Soccer,0,100.0
10.294618336065362,96,No,4.3823318709609715,1,1,44,Basketball,4,52.43
27.740393481852816,16,Yes,4.367150943000394,2,19,25,Football,1,55.63
1.5884483028898888,18,No,10.486887756150331,13,9,30,Baseball,4,29.1
33.57632150437088,56,Yes,7.474145288509368,14,18,38,Basketball,1,90.36
17.92683388085274,63,No,6.729440436802846,20,7,49,Football,4,58.6
25.46771657431767,73,Yes,8.860214897402708,13,4,55,Volleyball,3,86.82
8.849512792267348,18,Yes,9.615194750951789,7,14,31,Volleyball,2,39.19
27.082948506337917,95,Yes,5.609610774755253,17,8,21,Volleyball,3,74.8
30.889611035731065,63,Yes,5.483449931237852,16,17,17,Basketball,4,84.94
18.92852747537595,84,Yes,11.665205982079051,6,9,27,Basketball,0,78.11
24.709076962471773,54,No,8.717314451076554,19,6,52,Baseball,2,65.51
18.253036952895943,41,No,7.120931818354145,0,19,23,Soccer,2,60.69
35.76365477031382,97,No,10.411533557356051,8,16,12,Football,3,100.0
19.914767220572767,58,Yes,8.201271670223338,8,4,38,Soccer,2,50.75
33.67234836115276,86,Yes,5.933302482996651,10,9,11,Baseball,2,89.55
32.05408233080994,95,Yes,5.653882445132591,18,2,58,Football,0,90.43
16.42019285393426,67,No,7.174874129358574,5,2,45,Basketball,4,57.94
9.203379674299,54,No,10.879166882079037,6,17,21,Basketball,2,48.48
16.243285302390838,0,No,4.491583328354071,14,18,32,Athletics,4,30.35
33.048695031008805,4,Yes,5.748208006038105,19,14,49,Volleyball,1,69.81
9.105301432775693,20,Yes,11.145214550820732,5,19,57,Volleyball,4,43.1
20.977453834309973,18,No,4.973876551754004,8,0,55,Soccer,4,39.56
32.2438699184299,25,No,9.037005746113348,14,6,12,Cheerleading,3,66.68
14.13909900513515,30,No,5.708090944968201,5,2,12,Football,1,53.79
25.688385480107897,36,No,8.846934780095108,6,15,42,Wrestling,0,85.3
9.825262961952582,42,Yes,7.064833334753857,16,17,34,Baseball,4,41.35
4.371177814726397,9,No,4.813415171447935,5,8,21,Football,3,15.35
31.775369003714253,4,Yes,8.659800540432851,8,16,60,Baseball,0,73.15
3.958744936348273,67,Yes,9.464341976676689,2,16,48,Athletics,2,49.04
10.855255803183383,53,Yes,9.442180951726423,13,2,45,Athletics,1,53.65
34.2043768798976,44,Yes,9.096275272581677,5,7,18,Cheerleading,1,73.57
13.858771483146688,63,Yes,8.001798247484366,3,3,23,Basketball,4,50.83
38.92181398056644,82,Yes,8.155780934874606,15,13,43,Football,1,100.0
39.18937339095439,42,No,9.085120878463677,15,7,53,Wrestling,1,85.63
10.731040818142269,64,No,9.522074893973128,8,13,59,Basketball,3,71.83
1.639128889995618,95,No,9.239013910651082,3,17,46,Football,0,67.66
28.202531368215165,83,No,8.695564519307613,7,8,31,Soccer,0,75.56
18.03946010593375,42,Yes,5.246711878432947,7,19,46,Volleyball,4,66.44
4.0301137583830515,64,No,5.684932307942894,5,8,10,Soccer,3,33.74
28.30091275912171,17,Yes,6.081792168282787,7,4,41,Swimming,2,64.25
1.246996364476849,56,No,11.357293256700018,5,10,56,Soccer,2,48.08
34.80786761968969,98,No,10.075160734375732,13,7,45,Wrestling,0,100.0
5.546101164532149,51,Yes,8.422934556295026,13,2,7,Football,4,36.17
5.092475149869,92,Yes,6.016455428352375,17,0,46,Volleyball,4,74.03
7.026891918743381,40,No,4.887132185953369,12,14,46,Volleyball,3,33.31
38.410654339682665,99,No,11.190073807839799,14,18,39,Soccer,1,88.14
27.72677441015384,57,Yes,11.141328126583335,2,8,53,Football,3,81.86
32.05486141854547,4,Yes,4.885564765565532,5,1,20,Baseball,0,84.95
15.90539942931012,58,Yes,10.377733328771969,19,14,30,Soccer,4,59.63
13.452509100198222,27,Yes,7.573160554479301,16,17,52,Soccer,0,69.24
9.379360271326798,3,Yes,6.591735462644321,19,6,39,Basketball,3,33.4
19.225921132496357,82,Yes,9.912836289669658,15,4,60,Basketball,0,77.22
22.07314934136674,27,Yes,8.914636328485845,5,6,11,Soccer,4,52.61
25.270993746110214,79,Yes,10.240240860746699,7,18,23,Soccer,3,93.25
10.28474015994778,28,Yes,4.594630885063497,12,8,17,Football,3,32.76
37.946163236119624,19,Yes,6.548696159659651,12,13,60,Football,3,78.48
6.790339928285434,97,No,6.554534803333886,19,1,55,Basketball,4,47.9
38.626126990656495,36,Yes,6.638024738302124,16,5,17,Football,1,94.02
0.5942449003001515,60,Yes,8.019838981150443,20,4,26,Cheerleading,2,36.05
19.245027672673825,60,No,6.264110424647579,2,1,9,Baseball,4,34.1
13.334713524662511,56,Yes,7.555068880700158,12,2,42,Baseball,3,46.79
17.96493655721003,91,No,6.942220744923326,6,8,25,Baseball,2,53.46
22.82658315923156,67,Yes,9.88236838416409,19,11,23,Basketball,0,91.81
17.42356632050836,40,No,8.828006365400402,4,6,36,Football,3,59.8
16.5938740120638,86,Yes,9.229035458538522,10,8,52,Football,4,72.35
29.30893661653226,18,No,5.6846711526611555,17,15,30,Basketball,1,56.64
27.435051003458586,54,No,6.604017322615115,3,4,49,Soccer,2,54.37
33.330851281433915,95,Yes,4.169323580896594,19,0,34,Baseball,4,89.43
9.998359249579822,62,Yes,4.866997658345359,6,5,19,Soccer,1,55.91
24.381140390162543,81,No,6.120433855911099,3,18,33,Basketball,4,79.99
23.407791415714154,65,No,4.523709770416168,9,0,37,Baseball,3,67.1
14.78951243490755,83,No,8.82105920283762,0,2,32,Football,2,50.95
19.442301676107235,94,Yes,11.985040927390603,16,1,23,Baseball,3,77.45
12.55128573222915,27,No,4.806521712523108,4,7,17,Cheerleading,0,39.53
5.673775904679408,16,No,10.569841701354122,16,12,58,Lacrosse,0,22.09
8.552048426509312,48,No,4.950529978121177,2,18,23,Basketball,3,42.76
4.2205458560480436,70,No,9.359312150371489,8,15,45,Athletics,3,30.51
27.322783007604965,22,Yes,9.145260824472137,2,5,26,Baseball,1,58.0
26.42909572436606,0,Yes,11.221735478489595,2,12,60,Basketball,2,52.84
38.02425486319491,34,No,4.911564909444099,8,13,60,Athletics,1,71.24
29.18713654588965,96,Yes,6.523555728655182,4,1,54,Cheerleading,3,75.08
2.081833550245258,69,Yes,4.726238082837486,9,8,38,Swimming,3,32.63
35.36980695715817,40,No,7.2590666064354705,14,6,38,Swimming,2,70.22
34.50700651782903,19,No,11.292745388459558,11,3,26,Soccer,0,70.85
17.732812830907946,35,Yes,10.252185208494849,5,1,15,Basketball,1,68.04
23.434522021116862,16,Yes,9.783200803562554,6,0,12,Soccer,2,64.39
39.043133298900756,10,No,8.264220038901616,6,17,34,Baseball,2,84.08
21.29217455392665,90,No,11.067885938684183,3,6,60,Football,1,100.0
36.212873135043594,99,No,7.595534385930627,12,9,22,Swimming,1,81.23
3.3215503124074575,16,No,5.197485336805106,14,5,28,Football,3,14.76
7.642074748347314,5,No,10.700681784966234,17,3,41,Cheerleading,4,21.83
17.630197737652715,32,Yes,6.237106624413815,17,5,26,Baseball,3,46.17
23.390272333492188,46,No,4.4290683281955845,6,3,8,Soccer,4,61.52
32.649114074512006,20,No,5.008304245350331,9,15,30,Soccer,2,82.64
39.53048460572747,30,No,8.872471329553186,15,18,53,Volleyball,1,91.08
15.554059858964656,20,No,8.856655711369381,7,8,59,Soccer,1,51.58
1.896625445603397,77,Yes,6.081465368656276,18,16,22,Basketball,2,53.54
32.04686013181299,71,Yes,9.817441183567833,10,8,60,Soccer,1,100.0
24.175228763312326,63,Yes,10.189121243196276,20,8,57,Baseball,0,97.1
7.941714354728067,38,Yes,11.364021009068946,5,9,30,Soccer,1,55.85
19.793138264856807,90,Yes,8.679499989425896,9,16,8,Swimming,1,68.91
29.692409821348974,96,Yes,10.235386913180584,18,18,56,Swimming,0,94.66
30.81647148274575,17,No,10.02479743817307,13,14,23,Soccer,1,50.58
19.98473647995048,22,No,6.062472387737543,19,17,49,Cheerleading,4,55.19
12.208581205154365,52,No,6.481807423501275,5,12,38,Soccer,2,38.32
38.94970328153974,9,Yes,7.8278591660229715,3,16,20,Baseball,1,74.54
26.534504438259713,43,Yes,4.152311740233988,19,11,44,Lacrosse,0,68.44
16.329500773851947,58,Yes,6.379182185261788,14,15,49,Soccer,0,39.61
11.218528968186096,52,No,7.791062986753904,4,14,34,Baseball,4,58.15
29.244119320142484,33,Yes,4.86455436224915,15,14,49,Athletics,4,73.02
9.687337823750708,54,No,5.0102071022010035,6,4,28,Football,4,34.21
6.868399558947527,95,Yes,7.705893885898729,1,3,60,Soccer,2,57.18
21.19335555848281,20,No,9.847720252687449,12,13,20,Soccer,3,48.92
11.599495705765674,65,Yes,10.669991447365465,1,9,52,Wrestling,3,87.25
25.1562057969446,4,No,8.370511180037989,8,15,48,Soccer,2,44.18
4.717546994969339,6,No,7.797991900373849,19,2,35,Football,2,25.98
26.197644182692862,55,Yes,7.074244547678042,4,18,27,Baseball,1,70.85
11.331861119908089,10,Yes,5.54359193950085,2,14,31,Cheerleading,0,35.86
0.009717377380509262,2,No,5.172496022514918,1,0,40,Soccer,4,15.7
5.077442306967055,17,Yes,10.335171613294465,13,11,36,Football,0,42.23
37.34461511340376,56,Yes,7.720053057698689,7,6,51,Athletics,1,87.35
34.694185564614315,70,No,10.322561963838037,19,5,28,Soccer,0,81.0
9.344361281449473,20,No,9.632664287205039,11,18,12,Athletics,2,30.23
31.13487618181965,66,No,5.551167315067031,16,16,36,Swimming,3,72.01
24.34286372695897,18,Yes,8.082458113689807,15,0,22,Volleyball,4,56.11
38.83618845799478,61,No,7.5521330433814455,5,3,42,Soccer,1,80.32
14.944226381362364,41,Yes,7.390988048725574,5,14,36,Athletics,4,57.78
27.25842450068685,65,Yes,8.34056839363051,17,16,51,Basketball,2,67.71
2.5414288969567433,99,No,11.856655208603502,1,14,39,Volleyball,2,54.99
15.849893872656239,93,Yes,10.503204781365962,7,10,31,Soccer,1,59.41
38.55270644752722,0,Yes,11.229699453043132,13,19,16,Basketball,0,94.12
21.559234978004824,88,No,4.2371166654083,1,15,14,Soccer,3,60.66
11.515180133393784,6,No,5.1226909343400475,16,9,41,Volleyball,4,20.0
4.810838525144274,95,Yes,4.678109281796508,15,11,55,Soccer,4,40.35
28.141133607261217,28,No,6.105848040522213,17,0,31,Volleyball,3,79.16
25.794241737189072,38,No,7.535139935733204,20,19,38,Volleyball,1,76.68
14.957548544150985,9,Yes,9.136425981247116,5,7,39,Volleyball,3,48.24
38.03765407463337,11,No,8.006650130292815,16,13,34,Volleyball,3,71.29
0.8881125195140127,72,No,11.225471319305118,17,13,11,Soccer,3,65.41
12.148954065273031,94,Yes,11.51884767115091,13,1,41,Basketball,1,77.76
36.842779451983255,61,Yes,5.308167609579671,9,5,16,Soccer,2,85.83
12.837417532777614,71,Yes,10.823303362118281,3,13,38,Basketball,4,60.19
10.090113354206816,76,No,7.853777632106408,17,18,50,Basketball,2,60.23
21.368816397249894,26,No,7.626635770539075,10,15,7,Football,4,51.15
32.952069996821514,4,Yes,10.279514787876545,15,11,31,Cheerleading,4,60.71
4.125870435134442,0,No,4.745124072359013,3,4,46,Soccer,3,16.37
37.72082838582945,35,No,11.059945019353172,18,18,38,Football,1,91.19
31.80291524724656,24,No,9.366906836380917,5,8,21,Basketball,1,73.33
7.250010222062078,6,No,11.002092861263982,7,2,45,Cheerleading,1,38.72
28.480318447926507,17,Yes,11.955820621660983,17,0,51,Football,1,72.0
15.398348905502285,12,Yes,8.144035618858027,18,18,27,Football,2,48.16
16.091787123052747,91,No,4.746097583271432,17,15,24,Soccer,3,60.19
31.331603697554655,14,No,5.332190903447092,15,4,37,Cheerleading,1,46.53
38.51139231922929,53,No,6.5889459404344795,6,2,29,Soccer,1,92.43
5.066234913887757,59,Yes,4.8284235370776765,16,19,53,Cheerleading,1,43.72
16.825209475152775,54,Yes,10.522734609102159,2,4,51,Football,0,75.45
19.23766432337214,9,Yes,6.374942808262148,14,9,24,Soccer,2,37.53
15.052472678199905,31,Yes,11.807089504158922,3,12,32,Football,4,54.82
14.527564948649001,5,Yes,9.620731455454845,15,1,56,Wrestling,4,57.56
2.0907467024638615,39,No,5.387442962044461,13,6,13,Football,1,17.56
27.42154482250493,18,No,7.808341175551522,16,18,50,Baseball,4,78.95
17.448576684801814,56,Yes,7.735073773066569,8,14,24,Basketball,3,47.39
7.7917521057570704,69,Yes,7.940093266669071,6,7,13,Soccer,0,46.97
32.641340092082736,53,No,8.285529365143486,13,15,15,Baseball,3,75.11
32.10242992606511,43,Yes,4.249384658541847,11,16,24,Volleyball,4,80.01
19.455665123555754,38,No,9.490409005948987,16,3,38,Basketball,4,75.99
11.93802644591042,84,Yes,7.897534202307546,8,11,58,Basketball,1,66.79
25.523709031858097,21,No,10.327723190949591,11,7,23,Cheerleading,3,37.11
11.526085431096122,73,Yes,10.522796586083444,11,10,19,Volleyball,1,62.26
9.440317212948482,75,No,5.8442809759337395,7,9,33,Soccer,0,49.11
29.220586161053067,41,No,4.387383571414222,9,10,17,Football,2,68.17
1.613009588838028,29,Yes,9.62587084889858,11,10,21,Football,3,33.15
3.7907388413837584,47,Yes,11.822102307710995,4,1,60,Athletics,1,60.69
0.2715269609435911,9,Yes,7.5732638926472085,19,3,36,Basketball,4,12.27
6.117727459017046,4,Yes,6.076902476748766,0,11,48,Basketball,4,17.13
2.7596003484183784,11,Yes,5.253375156667848,8,18,17,Soccer,0,16.78
39.832094711196746,18,No,6.2995647791246805,14,14,38,Football,3,100.0
11.552398798163583,50,Yes,6.623356410971598,1,4,35,Soccer,3,48.19
5.970720506769891,84,Yes,7.390997947475716,3,7,52,Football,0,65.42
